loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,is_default
9000,9000,9000.0, 36 months,11.06,294.91,B,B3,Direct care staff,3 years,OWN,37000.0,Not Verified,Oct-2018,Fully Paid,n,other,Other,655xx,MO,15.69,1,Aug-2007,0,9,0,17884,58.3,14,w,0.0,0.0,9035.945,9035.94,9000.0,35.95,0.0,0.0,0.0,Oct-2018,9041.48,Oct-2018,0,1,Individual,0,0,17884,0,0,0,0,27.0,0,75.0,0,0,6882,58.0,30700,0,0,0,0,1987.0,6873.0,71.8,0,0,55.0,133,45,27,0,52.0,22.0,1,4,5,4,5,2,9,12,5,9,0.0,0,1,0,92.9,25.0,0,0,30700,17884,24400,0,N,Cash,N,0
2900,2900,2900.0, 36 months,15.02,100.56,C,C3,BUYER,10+ years,RENT,63860.0,Not Verified,Oct-2018,Fully Paid,n,major_purchase,Major purchase,900xx,CA,22.25,0,Jun-2006,0,17,1,19003,53.1,34,f,0.0,0.0,2952.9222226251,2952.92,2900.0,52.92,0.0,0.0,0.0,Dec-2018,1254.78,Dec-2018,0,1,Individual,0,0,106132,2,2,2,4,6.0,87129,15.0,1,5,7283,38.0,35800,0,0,0,9,6243.0,6048.0,73.6,0,0,147.0,92,4,4,0,22.0,17.0,0,4,7,5,7,16,15,18,7,17,0.0,0,0,3,100.0,40.0,1,0,132957,106132,22900,97157,N,Cash,N,0
35000,35000,35000.0, 60 months,30.75,1148.55,F,F5,Teacher,6 years,RENT,4177.0,Not Verified,Oct-2018,Late (31-120 days),n,car,Car financing,380xx,TN,0.0,0,Nov-1995,0,3,0,0,0.0,10,w,34490.2,34490.2,2237.31,2237.31,509.8,1727.51,0.0,0.0,0.0,Dec-2018,1148.55,Feb-2019,0,1,Joint App,0,0,0,0,0,0,0,102.0,0,75.0,0,1,0,0.0,17000,0,0,2,1,0.0,17000.0,0.0,0,0,116.0,274,17,17,0,34.0,12.0,0,0,0,3,4,3,3,7,0,3,0.0,0,0,0,100.0,0.0,0,0,17000,0,17000,0,N,Cash,N,1
22000,22000,22000.0, 60 months,11.55,484.39,B,B4,Personal Banker,1 year,RENT,36500.0,Not Verified,Oct-2018,Fully Paid,n,credit_card,Credit card refinancing,199xx,DE,12.92,0,Oct-2007,1,7,0,18007,59.6,11,w,0.0,0.0,22776.2734658786,22776.27,22000.0,776.27,0.0,0.0,0.0,Jan-2019,21821.61,Jan-2019,0,1,Individual,0,0,181693,0,0,0,0,73.0,0,75.0,0,0,7365,60.0,30200,1,1,2,1,25956.0,1593.0,91.8,0,0,131.0,124,34,21,1,78.0,0.0,0,3,4,3,3,3,6,7,4,7,0.0,0,0,0,100.0,100.0,0,0,198747,18007,19500,0,N,DirectPay,N,0
35000,35000,35000.0, 36 months,16.91,1246.28,C,C5,Managing Director,6 years,MORTGAGE,500000.0,Verified,Oct-2018,Fully Paid,n,other,Other,106xx,NY,11.27,0,Jan-2002,3,30,0,213324,30.1,49,w,0.0,0.0,36875.680851596,36875.68,35000.0,1875.68,0.0,0.0,0.0,Feb-2019,33169.72,Jan-2019,0,1,Individual,0,0,753708,4,3,0,2,14.0,27066,40.0,8,10,13654,33.0,339274,1,0,6,13,26918.0,100479.0,31.6,0,0,140.0,200,1,1,2,1.0,1.0,0,11,16,16,18,14,24,31,16,30,0.0,0,0,8,97.9,20.0,0,0,996390,253115,147000,68122,N,Cash,N,0
27550,27550,27550.0, 36 months,16.91,981.0,C,C5,Logistics Coordinator ,2 years,OWN,111000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,327xx,FL,12.64,0,Dec-2012,0,7,0,5923,41.4,10,w,0.0,0.0,28935.6103206369,28935.61,27550.0,1385.61,0.0,0.0,0.0,Jan-2019,26908.9,Feb-2019,0,1,Individual,0,0,39489,0,2,1,1,10.0,33566,72.0,0,2,4122,65.0,14300,2,1,1,3,5641.0,8193.0,40.6,0,0,55.0,69,18,10,0,18.0,9.0,0,4,5,4,4,5,5,5,5,7,0.0,0,0,1,100.0,0.0,0,0,61091,39489,13800,46791,N,Cash,N,0
4800,4800,4800.0, 36 months,7.84,150.07,A,A4, Teacher,8 years,MORTGAGE,58630.0,Not Verified,Oct-2018,Fully Paid,n,home_improvement,Home improvement,302xx,GA,5.22,0,Mar-2000,0,9,0,4330,18.7,17,w,0.0,0.0,4905.863583384,4905.86,4800.0,105.86,0.0,0.0,0.0,Jan-2019,4610.95,Jan-2019,0,1,Joint App,0,1396,127488,1,1,0,1,13.0,1215,40.0,1,2,0,21.0,23100,1,2,1,3,14165.0,10035.5,39.349999999999994,0,0,140.0,222,4,4,3,13.0,11.0,1,0,4,0,0,3,7,11,4,9,0.0,0,0,1,94.1,14.3,0,0,162713,5545,0,3025,N,Cash,N,0
23575,23575,23575.0, 60 months,19.92,623.55,D,D3,Sgt ,10+ years,MORTGAGE,110000.0,Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,919xx,CA,14.98,1,Sep-1994,1,9,0,2803,36.4,16,w,0.0,0.0,24736.623082564,24736.62,23575.0,1161.62,0.0,0.0,0.0,Jan-2019,23515.61,Jan-2019,0,1,Joint App,0,0,391896,1,3,0,2,16.0,48293,73.0,1,1,918,70.0,7700,3,1,4,4,43544.0,1682.0,35.3,0,0,154.0,288,10,3,1,10.0,0.0,1,1,3,1,2,5,5,10,3,9,0.0,0,1,2,92.3,0.0,0,0,415190,51096,2600,65865,N,Cash,N,0
31175,31175,31175.0, 36 months,6.11,949.96,A,A1,Unknown,< 1 year,MORTGAGE,400000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,968xx,HI,7.19,0,Mar-1996,0,17,0,139864,15.5,42,w,0.0,0.0,31659.4482550484,31659.45,31175.0,484.45,0.0,0.0,0.0,Jan-2019,29748.94,Jan-2019,0,1,Individual,0,0,840360,0,2,0,3,16.0,63518,75.0,2,5,15020,12.0,252600,9,0,3,8,49433.0,73206.0,17.8,0,0,124.0,270,7,7,8,21.0,2.0,0,3,6,7,14,7,12,26,6,17,0.0,0,0,2,97.6,0.0,0,0,1145180,203382,89100,86758,N,Cash,N,0
18375,18375,18375.0, 36 months,16.91,654.3,C,C5,Unknown,< 1 year,RENT,80000.0,Source Verified,Oct-2018,Late (31-120 days),n,small_business,Business,337xx,FL,13.46,2,Oct-2006,0,5,0,870,29.0,17,w,17772.43,17772.43,1714.73,1714.73,602.57,1079.44,32.72,0.0,0.0,Feb-2019,1000.0,Feb-2019,0,1,Joint App,0,0,24282,0,2,2,3,7.0,23412,78.0,1,1,310,73.0,3000,1,0,1,4,4856.0,2090.0,12.9,0,0,143.0,143,8,7,0,40.0,7.0,2,1,2,2,5,7,3,8,2,5,0.0,0,2,3,88.2,50.0,0,0,33101,24282,2400,30101,N,Cash,N,1
16500,16500,16500.0, 60 months,25.34,487.6,E,E3,Machine Operator,7 years,MORTGAGE,72000.0,Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,870xx,NM,23.8,0,Sep-2008,1,13,1,14210,44.5,18,w,0.0,0.0,16755.5100000008,16755.51,16500.0,255.51,0.0,0.0,0.0,Oct-2018,16778.74,Nov-2018,0,1,Individual,0,0,47741,1,2,1,2,10.0,33531,84.0,4,6,5547,54.0,31900,0,2,1,8,3672.0,8026.0,48.9,0,0,120.0,56,6,6,0,9.0,6.0,0,3,6,5,5,5,11,13,6,13,0.0,0,0,5,100.0,20.0,1,0,87726,47741,15700,55826,N,Cash,N,0
20000,20000,20000.0, 36 months,7.21,619.47,A,A3,Senior Service Coordinator,10+ years,MORTGAGE,52000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,339xx,FL,12.95,0,Sep-2006,0,20,1,4300,7.7,40,w,0.0,0.0,20221.512240086,20221.51,20000.0,221.51,0.0,0.0,0.0,Nov-2018,20229.52,Jan-2019,0,1,Individual,0,0,87826,2,1,1,3,7.0,25248,80.0,2,6,4060,34.0,56200,3,2,1,11,4622.0,32540.0,11.1,0,0,144.0,91,0,0,4,4.0,7.0,0,1,2,8,9,11,18,25,2,20,0.0,0,0,3,97.5,0.0,1,0,147642,29548,36600,31710,N,Cash,N,0
25000,25000,25000.0, 36 months,11.55,825.0,B,B4,Managing Director,5 years,MORTGAGE,400000.0,Source Verified,Oct-2018,Fully Paid,n,home_improvement,Home improvement,300xx,GA,16.04,0,Sep-1987,1,13,0,34727,23.4,38,w,0.0,0.0,25793.2482137746,25793.25,25000.0,793.25,0.0,0.0,0.0,Jan-2019,24159.29,Jan-2019,0,1,Individual,0,0,1227300,0,7,0,1,17.0,232503,67.0,0,1,844,64.0,48600,0,6,1,3,102275.0,2756.0,23.4,0,0,141.0,372,23,17,1,104.0,1.0,0,1,2,3,10,20,4,16,2,13,0.0,0,0,0,92.1,50.0,0,0,1392053,285284,3600,326453,N,Cash,N,0
12000,12000,12000.0, 36 months,11.55,396.0,B,B4,Accountant ,2 years,RENT,44000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,785xx,TX,17.08,0,Apr-2002,0,18,0,12566,29.4,50,w,0.0,0.0,12416.5324610476,12416.53,12000.0,416.53,0.0,0.0,0.0,Jan-2019,11632.23,Jan-2019,0,1,Individual,0,337,82254,1,3,1,3,12.0,69688,70.0,4,7,1983,35.0,42800,3,3,2,10,4570.0,18245.0,31.9,0,0,197.0,159,1,1,0,8.0,8.0,0,7,9,7,7,32,15,18,10,18,0.0,0,0,5,97.8,14.3,0,0,97016,82254,26800,54216,N,Cash,N,0
30000,30000,30000.0, 60 months,12.73,678.46,B,B5,Machinist,10+ years,MORTGAGE,144000.0,Source Verified,Oct-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,119xx,NY,24.4,0,Apr-1980,0,14,0,65186,80.5,27,w,29275.76,29275.76,1473.61,1473.61,724.24,749.37,0.0,0.0,0.0,Dec-2018,678.46,Feb-2019,0,1,Individual,0,0,440278,2,3,1,2,1.0,49849,73.0,2,2,24137,77.0,81000,1,0,2,4,33868.0,1637.0,96.6,0,0,127.0,461,3,1,3,98.0,1.0,0,3,8,3,5,9,10,15,8,14,0.0,0,0,3,100.0,100.0,0,0,529040,115035,48100,68190,N,DirectPay,N,1
35000,35000,35000.0, 60 months,22.35,973.64,D,D5,Hospital staff Registered Nurse,3 years,MORTGAGE,102000.0,Not Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,074xx,NJ,21.18,1,Oct-2004,0,24,0,23182,40.1,46,w,0.0,0.0,36830.0969997171,36830.1,35000.0,1830.1,0.0,0.0,0.0,Jan-2019,146.28,Sep-2018,0,1,Individual,0,0,270342,0,12,1,2,12.0,52817,70.0,0,0,5681,57.0,57800,1,1,0,3,11264.0,31099.0,42.3,0,0,167.0,161,40,12,1,40.0,17.0,0,7,8,8,15,25,10,19,8,24,0.0,0,0,1,95.6,12.5,0,0,331331,77307,53900,75553,N,Cash,N,0
22000,22000,22000.0, 60 months,16.91,545.7,C,C5,Real estate ,2 years,OWN,65000.0,Source Verified,Oct-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,104xx,NY,21.57,0,Dec-2002,0,15,0,6289,22.3,20,w,22000.0,22000.0,552.32,552.32,0.0,525.03,27.29,0.0,0.0,Dec-2018,572.99,Feb-2019,0,1,Joint App,0,0,100231,2,2,1,1,3.0,93942,98.0,3,6,3320,60.0,28200,1,0,6,8,7159.0,14080.0,21.8,0,0,162.0,189,2,2,0,2.0,1.0,0,2,6,5,7,4,12,15,6,15,0.0,0,0,5,100.0,0.0,0,0,105844,100231,18000,75681,N,Cash,N,1
20000,20000,20000.0, 36 months,7.84,625.26,A,A4,Baker,6 years,MORTGAGE,93000.0,Source Verified,Oct-2018,Fully Paid,n,other,Other,774xx,TX,11.39,0,Jun-2001,1,17,0,4568,6.7,41,f,0.0,0.0,20017.6846666669,20017.68,20000.0,17.68,0.0,0.0,0.0,Oct-2018,20026.39,Sep-2018,0,1,Individual,0,0,186959,2,2,1,2,4.0,28580,89.0,2,3,0,33.0,68100,1,3,1,5,11685.0,60600.0,0.0,0,0,154.0,159,2,2,3,10.0,4.0,0,0,1,12,16,12,14,26,1,17,0.0,0,0,3,97.6,0.0,0,0,259509,33148,60600,32000,N,Cash,N,0
10600,10600,10600.0, 60 months,30.75,347.85,F,F5,Customer Service ,10+ years,RENT,35547.0,Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,800xx,CO,31.53,0,Sep-2010,1,14,0,6039,23.3,23,w,0.0,0.0,11274.8655036223,11274.87,10600.0,674.87,0.0,0.0,0.0,Dec-2018,10945.13,Feb-2019,0,1,Individual,0,0,54230,2,2,4,4,3.0,48191,96.0,1,1,0,71.0,25900,1,8,6,5,3874.0,9700.0,0.0,0,0,96.0,58,9,3,0,9.0,6.0,0,0,1,4,6,9,11,13,1,14,0.0,0,0,5,100.0,0.0,0,0,76948,54230,9700,50048,N,Cash,N,0
3000,3000,3000.0, 36 months,10.08,96.92,B,B1,Foreman ironworker,10+ years,MORTGAGE,81000.0,Not Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,925xx,CA,15.94,1,Oct-2005,0,5,0,8046,67.1,9,w,0.0,0.0,3028.4395104,3028.44,3000.0,28.44,0.0,0.0,0.0,Nov-2018,3030.12,Nov-2018,0,1,Individual,0,0,221386,1,2,1,1,4.0,33084,61.0,0,1,6000,62.0,12000,1,0,2,2,44277.0,3954.0,67.1,0,0,133.0,155,24,4,1,24.0,4.0,0,2,2,2,4,3,2,5,2,5,0.0,0,0,1,88.9,0.0,0,0,275603,41130,12000,54420,N,Cash,N,0
9600,9600,9600.0, 36 months,6.11,292.53,A,A1,Business Analyst,9 years,MORTGAGE,71000.0,Not Verified,Oct-2018,Fully Paid,n,car,Car financing,371xx,TN,17.83,0,Sep-2004,0,9,0,2102,14.2,29,f,0.0,0.0,9806.0970778224,9806.1,9600.0,206.1,0.0,0.0,0.0,Jan-2019,9201.48,Feb-2019,0,1,Joint App,0,0,239928,0,4,0,1,23.0,42608,59.0,0,2,2102,51.0,14800,0,1,0,3,26659.0,9398.0,18.3,0,0,168.0,157,13,13,3,13.0,23.0,0,1,1,2,4,18,4,8,1,9,0.0,0,0,0,100.0,0.0,0,0,291323,44710,11500,72273,N,Cash,N,0
20000,20000,20000.0, 60 months,20.89,539.84,D,D4,Skilled Labor,< 1 year,MORTGAGE,110000.0,Source Verified,Oct-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,351xx,AL,11.66,1,Mar-2007,0,11,0,18695,45.3,32,w,19613.32,19613.32,1056.47,1056.47,386.68,669.79,0.0,0.0,0.0,Dec-2018,539.84,Feb-2019,0,1,Individual,0,0,188283,0,2,0,0,35.0,14518,51.0,1,1,4568,48.0,41300,0,0,0,2,18828.0,14359.0,54.6,0,0,109.0,127,10,10,3,10.0,5.0,0,5,6,7,14,10,8,19,6,11,0.0,0,0,1,96.9,33.3,0,0,233940,33213,31600,28619,N,Cash,N,1
32000,32000,32000.0, 36 months,11.55,1056.0,B,B4,Dir of Finance,< 1 year,RENT,150000.0,Not Verified,Oct-2018,Fully Paid,n,credit_card,Credit card refinancing,100xx,NY,33.06,0,Aug-2001,0,10,0,30904,84.7,30,w,0.0,0.0,32367.6834666674,32367.68,32000.0,367.68,0.0,0.0,0.0,Nov-2018,32388.21,Feb-2019,0,1,Individual,0,0,243201,2,3,2,3,6.0,212297,56.0,1,1,16775,69.0,36500,0,0,1,4,27022.0,3596.0,89.6,0,0,205.0,182,5,5,0,5.0,9.0,0,4,4,5,7,18,7,12,4,10,0.0,0,0,3,96.7,75.0,0,0,272282,243201,34500,235782,N,DirectPay,N,0
5000,5000,5000.0, 36 months,11.06,163.84,B,B3,Cna,10+ years,MORTGAGE,50000.0,Not Verified,Oct-2018,Fully Paid,n,home_improvement,Home improvement,190xx,PA,26.14,1,Sep-2005,2,18,0,2831,6.1,32,w,0.0,0.0,5044.5132669793,5044.51,5000.0,44.51,0.0,0.0,0.0,Nov-2018,5047.58,Oct-2018,0,1,Individual,0,0,101787,1,3,1,1,11.0,19488,46.0,2,6,1066,25.0,46100,2,3,4,8,5655.0,30109.0,6.5,0,0,156.0,95,5,5,1,7.0,4.0,1,3,4,6,10,9,13,20,4,18,0.0,0,0,4,90.6,0.0,0,0,185989,22319,32200,42072,N,Cash,N,0
8000,8000,8000.0, 36 months,24.37,315.42,E,E2,HR Manager,9 years,MORTGAGE,95000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,027xx,MA,31.52,0,Aug-2005,0,13,0,38958,78.4,30,f,0.0,0.0,8108.3122222232,8108.31,8000.0,108.31,0.0,0.0,0.0,Oct-2018,8119.14,Feb-2019,0,1,Individual,0,0,243778,0,5,0,1,14.0,96777,88.0,0,0,18921,84.0,49700,1,2,0,1,18752.0,4256.0,90.0,0,0,157.0,157,55,14,2,55.0,14.0,0,3,6,3,4,18,7,10,6,13,0.0,0,0,0,100.0,100.0,0,0,277940,135735,42500,109490,N,Cash,N,0
12000,12000,12000.0, 36 months,12.73,402.77,B,B5,Pump specialist,10+ years,OWN,45000.0,Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,787xx,TX,19.25,4,Jul-1998,1,13,0,50087,61.0,25,f,0.0,0.0,12005.7676000051,12005.77,12000.0,5.77,0.0,0.0,0.0,Oct-2018,12014.26,Sep-2018,1,1,Individual,0,1656,53127,1,1,1,1,6.0,3040,97.0,0,1,3986,61.0,81850,0,0,2,2,4086.0,2113.0,67.0,0,0,176.0,242,14,6,2,14.0,6.0,0,4,12,7,7,4,12,20,8,13,0.0,0,1,1,88.0,50.0,0,0,84996,14621,8450,3146,N,Cash,N,0
2400,2400,2400.0, 36 months,18.94,87.91,D,D2,Office 2,10+ years,MORTGAGE,40000.0,Verified,Oct-2018,Fully Paid,n,home_improvement,Home improvement,063xx,CT,54.37,2,Jul-2007,1,12,0,9892,87.5,21,w,0.0,0.0,2474.3406666681,2474.34,2400.0,59.34,15.0,0.0,0.0,Nov-2018,2476.87,Nov-2018,0,1,Joint App,0,0,199227,2,5,1,2,2.0,45647,74.0,1,1,1963,76.0,11300,4,11,2,3,16602.0,770.0,82.1,0,0,74.0,133,3,2,2,41.0,3.0,2,2,6,2,2,11,6,8,6,12,0.0,0,0,2,76.2,50.0,0,0,277466,55539,4300,62011,N,Cash,N,0
16000,16000,16000.0, 60 months,20.89,431.87,D,D4,Repair Department Manager,10+ years,MORTGAGE,100000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,601xx,IL,8.41,0,Jan-2005,1,6,0,6557,89.8,9,w,0.0,0.0,16259.963333332,16259.96,16000.0,259.96,0.0,0.0,0.0,Nov-2018,16278.53,Feb-2019,0,1,Individual,0,0,192244,0,3,2,4,8.0,25958,70.0,0,1,6443,73.0,7300,2,0,3,5,32041.0,557.0,92.0,0,0,164.0,27,19,8,1,27.0,1.0,0,1,2,1,1,6,2,2,2,6,0.0,0,0,2,100.0,100.0,0,0,219198,32515,7000,37327,N,Cash,N,0
7000,7000,7000.0, 36 months,11.06,229.37,B,B3,Teacher,6 years,MORTGAGE,50000.0,Source Verified,Oct-2018,Late (31-120 days),n,credit_card,Credit card refinancing,140xx,NY,30.29,2,Nov-2006,0,9,0,8829,49.9,28,w,6565.66,6565.66,713.81,713.81,434.34,249.47,30.0,0.0,0.0,Feb-2019,229.37,Feb-2019,0,1,Individual,0,0,207319,1,3,1,2,1.0,198490,95.0,0,2,3125,84.0,17700,3,1,2,4,23035.0,713.0,86.0,0,0,142.0,139,15,1,0,15.0,1.0,1,3,5,3,6,18,6,10,5,9,0.0,0,1,1,82.1,66.7,0,0,202407,207319,5100,184707,N,DirectPay,N,1
16000,16000,16000.0, 36 months,16.91,569.73,C,C5,Seller,8 years,RENT,20000.0,Not Verified,Oct-2018,Fully Paid,n,major_purchase,Major purchase,840xx,UT,1.8,0,Feb-2003,0,2,0,1620,23.1,11,w,0.0,0.0,16349.9953648247,16350.0,16000.0,350.0,0.0,0.0,0.0,Nov-2018,16365.03,Nov-2018,0,1,Individual,0,0,1620,0,0,0,0,136.0,0,75.0,0,0,1620,23.0,7000,0,0,1,0,1620.0,5380.0,23.1,0,0,136.0,187,51,51,2,51.0,9.0,2,1,1,1,5,1,2,8,1,2,0.0,0,0,0,81.8,0.0,0,0,7000,1620,7000,0,N,Cash,N,0
1000,1000,1000.0, 36 months,13.56,33.97,C,C1,Unknown,Unknown,RENT,14052.0,Not Verified,Oct-2018,Fully Paid,n,other,Other,841xx,UT,0.0,0,Oct-2008,1,1,0,0,0.0,8,w,0.0,0.0,1016.0678108745,1016.07,1000.0,16.07,0.0,0.0,0.0,Nov-2018,641.82,Dec-2018,0,1,Individual,0,0,0,2,0,2,2,4.0,0,75.0,2,4,0,0.0,6000,1,0,1,6,0.0,6000.0,0.0,0,0,5.0,34,10,4,0,21.0,4.0,0,0,0,1,5,2,1,5,0,1,0.0,0,0,4,100.0,0.0,0,0,6000,0,6000,0,N,Cash,N,0
20000,20000,20000.0, 60 months,27.27,613.94,E,E5,Unknown,Unknown,MORTGAGE,70000.0,Not Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,967xx,HI,23.11,0,Jun-1979,0,10,0,31727,90.1,21,w,0.0,0.0,21676.9528712114,21676.95,20000.0,1676.95,0.0,0.0,0.0,Jan-2019,20479.37,Jan-2019,0,1,Individual,0,7143,281502,2,2,1,2,5.0,20388,97.0,1,2,10043,93.0,35200,1,2,3,4,28150.0,447.0,98.4,0,0,142.0,471,3,3,2,3.0,8.0,4,6,7,6,9,6,7,13,7,10,0.0,0,0,2,75.0,100.0,0,0,376157,52115,28700,20957,N,Cash,N,0
10000,10000,10000.0, 60 months,16.91,248.05,C,C5,Unknown,Unknown,RENT,32652.0,Verified,Oct-2018,Charged Off,n,debt_consolidation,Debt consolidation,327xx,FL,22.6,1,Jun-1988,0,6,0,3687,55.9,33,w,0.0,0.0,238.66,238.66,107.13,131.53,0.0,0.0,0.0,Nov-2018,248.05,Nov-2018,0,1,Individual,0,0,21597,1,1,0,2,14.0,17910,88.0,2,4,2102,80.0,6600,0,0,3,6,3600.0,398.0,84.1,0,0,153.0,310,4,4,3,47.0,8.0,1,1,3,1,8,7,5,23,3,6,0.0,0,1,2,78.1,100.0,0,0,26925,21597,2500,20325,N,Cash,N,1
30000,30000,30000.0, 60 months,26.31,903.73,E,E4,Member Relations Specialist,10+ years,MORTGAGE,75776.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,303xx,GA,25.17,0,Oct-2009,1,10,0,7871,22.0,18,w,0.0,0.0,30029.818,30029.82,30000.0,29.82,0.0,0.0,0.0,Oct-2018,30073.67,Nov-2018,0,1,Individual,0,0,151135,2,3,2,4,4.0,50272,89.0,1,1,4419,63.0,35800,2,1,3,6,16793.0,21278.0,25.6,0,0,101.0,107,1,1,1,1.0,1.0,0,2,3,4,5,6,6,11,3,10,0.0,0,0,3,100.0,0.0,0,0,187799,58143,28600,56756,N,Cash,N,0
30000,30000,30000.0, 36 months,19.92,1113.69,D,D3,Machinist,10+ years,MORTGAGE,60000.0,Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,463xx,IN,11.84,0,Apr-2008,0,9,0,8223,63.3,36,w,0.0,0.0,30023.572,30023.57,30000.0,23.57,0.0,0.0,0.0,Oct-2018,30056.77,Jan-2019,0,1,Individual,0,164,131104,0,1,1,1,10.0,12493,89.0,0,3,846,77.0,13000,1,14,2,4,14567.0,68.0,95.1,0,0,125.0,95,17,10,2,17.0,8.0,0,2,6,2,10,18,7,16,6,9,0.0,0,0,1,100.0,100.0,0,0,147879,20716,1400,14000,N,Cash,N,0
20000,20000,20000.0, 60 months,16.14,487.86,C,C4,IT Service Manager,10+ years,MORTGAGE,90000.0,Source Verified,Oct-2018,Fully Paid,n,credit_card,Credit card refinancing,447xx,OH,28.01,0,Mar-2001,0,8,0,19587,34.0,19,w,0.0,0.0,20017.9366666668,20017.94,20000.0,17.94,0.0,0.0,0.0,Oct-2018,20035.87,Sep-2018,0,1,Individual,0,0,106672,0,2,0,1,17.0,17866,47.0,0,2,14750,34.0,57000,0,0,0,4,13334.0,13750.0,35.0,0,0,112.0,210,18,17,3,18.0,18.0,0,4,5,7,10,4,5,12,4,8,0.0,0,0,0,79.0,25.0,0,0,175049,37453,55000,38049,N,Cash,N,0
9000,9000,9000.0, 36 months,7.84,281.37,A,A4,Medical Assistant,10+ years,MORTGAGE,35000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,166xx,PA,24.74,0,Jul-1995,0,11,0,6798,16.3,25,f,0.0,0.0,9222.5171939996,9222.52,9000.0,222.52,0.0,0.0,0.0,Jan-2019,8663.7,Feb-2019,0,1,Individual,0,0,72701,1,2,1,1,4.0,8854,37.0,0,2,2666,24.0,41600,0,0,0,3,6609.0,16710.0,14.7,0,0,71.0,278,14,4,2,40.0,5.0,0,2,4,2,8,3,7,19,4,11,0.0,0,0,1,100.0,0.0,0,0,152824,16134,19600,24128,N,Cash,N,0
20500,20500,20500.0, 60 months,10.08,436.38,B,B1,DSM,5 years,MORTGAGE,135000.0,Source Verified,Oct-2018,Fully Paid,n,debt_consolidation,Debt consolidation,531xx,WI,3.32,0,Oct-2004,1,24,0,13081,11.4,65,w,0.0,0.0,20508.1508,20508.15,20500.0,8.15,0.0,0.0,0.0,Oct-2018,20519.63,Feb-2019,0,1,Individual,0,0,228290,5,10,0,1,23.0,82001,120.0,3,6,5420,52.0,114600,5,2,5,9,9512.0,97519.0,11.8,0,0,159.0,167,2,2,2,2.0,2.0,0,3,3,11,24,36,12,26,3,24,0.0,0,0,5,100.0,0.0,0,0,316653,95082,110600,68493,N,Cash,N,0
